Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
23307,2023-12-22,Ali,Male,1268000,Diehl Motor CO Inc,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45800,06457-3834,Sedan,7321120,Middletown
23308,2023-12-22,Allen,Male,1445000,Enterprise Rent A Car,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20500,60504-7114,Sedan,8442010,Aurora
23309,2023-12-22,Elvis,Male,13500,Clay Johnson Auto Sales,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,78758-7841,Hardtop,8251996,Pasco
23310,2023-12-22,Gia,Male,327000,McKinney Dodge Chrysler Jeep,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28000,85257-3102,Sedan,6730625,Scottsdale
23311,2023-12-22,Grace,Female,1354000,Motor Vehicle Branch Office,Chrysler,LHS,Overhead Camshaft,Manual,Black,51401,78758-7841,Hatchback,8161479,Austin
23312,2023-12-22,Hafsa,Male,570000,Nebo Chevrolet,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Sedan,8656431,Middletown
23313,2023-12-22,Hailey,Male,755000,New Castle Ford Lincoln Mercury,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31000,60504-7114,Hatchback,8535490,Aurora
23314,2023-12-22,Hana,Male,1925000,Pars Auto Sales,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14501,38701-8047,Hatchback,8835251,Greenville
23315,2023-12-22,Ethan,Male,780000,Enterprise Rent A Car,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hardtop,8707300,Austin
23316,2023-12-22,Inaaya,Male,725000,Rabun Used Car Sales,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Hatchback,8219496,Scottsdale
23317,2023-12-22,Antcine,Male,675000,Scrivener Performance Engineering,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,SUV,8476867,Greenville
23318,2023-12-22,Reme,Male,605000,Star Enterprises Inc,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,99301-3882,Hatchback,7981373,Pasco
23319,2023-12-22,Lea,Male,600000,Suburban Ford,Pontiac,Bonneville,Overhead Camshaft,Manual,Red,11000,53546-9427,Hatchback,6662095,Janesville
23320,2023-12-22,Calista,Male,840000,Tri-State Mack Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,85257-3102,SUV,8090916,Scottsdale
23321,2023-12-22,Felicia,Male,710500,U-Haul CO,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16500,78758-7841,SUV,7927088,Austin
23322,2023-12-22,Kameron,Male,4525000,Saab-Belle Dodge,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23500,60504-7114,Hardtop,7765910,Aurora
23323,2023-12-22,Emilie,Male,13500,C & M Motors Inc,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,60504-7114,Passenger,8518052,Aurora
23324,2023-12-22,Kayden,Male,1015000,Suburban Ford,Oldsmobile,Alero,Overhead Camshaft,Manual,Black,17500,53546-9427,Hardtop,6145810,Janesville
23325,2023-12-22,Liana,Male,291000,Classic Chevy,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,85257-3102,Sedan,8072617,Aurora
23326,2023-12-22,Liba,Male,750000,Clay Johnson Auto Sales,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,78758-7841,SUV,7730990,Greenville
23327,2023-12-22,Libby,Male,13500,Diehl Motor CO Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,06457-3834,Sedan,8300945,Pasco
23328,2023-12-22,Lila,Male,2200000,Enterprise Rent A Car,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,60504-7114,Sedan,7740435,Janesville
23329,2023-12-22,Lilah,Female,515000,Gartner Buick Hyundai Saab,Lexus,GS400,Overhead Camshaft,Manual,Black,53000,38701-8047,Hatchback,7313381,Scottsdale
23330,2023-12-22,Liliana,Female,580000,Hatfield Volkswagen,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,99301-3882,SUV,7533837,Austin
23331,2023-12-22,Bastien,Female,1001000,Classic Chevy,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46100,85257-3102,Hardtop,6736223,Middletown
23332,2023-12-22,Lilly,Female,672000,McKinney Dodge Chrysler Jeep,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,Sedan,8096024,Scottsdale
23333,2023-12-22,Yann,Female,1190000,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,99301-3882,SUV,7059331,Greenville
23334,2023-12-22,Adrien,Female,1250000,Progressive Shippers Cooperative Association No,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,53546-9427,Hatchback,8625912,Pasco
23335,2023-12-22,Maxime,Male,609000,Iceberg Rentals,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19001,53546-9427,Hardtop,6970165,Janesville
23336,2023-12-22,Anaelle,Female,495000,Race Car Help,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,78758-7841,Sedan,8203293,Scottsdale
23337,2023-12-22,Evann,Male,1360000,Ryder Truck Rental and Leasing,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,06457-3834,SUV,7551779,Austin
23338,2023-12-22,Theo,Female,455000,Saab-Belle Dodge,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Sedan,6942883,Middletown
23339,2023-12-22,Yanis,Female,13500,Scrivener Performance Engineering,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,31000,38701-8047,Passenger,6038825,Aurora
23340,2023-12-22,Axel,Male,13500,Star Enterprises Inc,Honda,Civic,Overhead Camshaft,Manual,Pale White,45000,99301-3882,Hatchback,7992512,Greenville
23341,2023-12-23,Amir,Female,480000,Gartner Buick Hyundai Saab,Toyota,Sienna,Overhead Camshaft,Manual,Red,19000,38701-8047,Passenger,8695658,Greenville
23342,2023-12-23,Amrom,Male,796000,Hatfield Volkswagen,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,99301-3882,Sedan,6860480,Pasco
23343,2023-12-23,Raphael,Female,785000,McKinney Dodge Chrysler Jeep,Mercedes-B,M-Class,Overhead Camshaft,Manual,Red,25000,85257-3102,Hardtop,7050368,Scottsdale
23344,2023-12-23,Angelo,Male,690000,McKinney Dodge Chrysler Jeep,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Passenger,7789686,Scottsdale
23345,2023-12-23,Yidel,Female,3820000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,06457-3834,Hardtop,6949289,Middletown
23346,2023-12-23,Antonio,Female,960000,Nebo Chevrolet,Chrysler,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,SUV,8502843,Middletown
23347,2023-12-23,Ari,Male,13500,New Castle Ford Lincoln Mercury,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,60504-7114,SUV,6055302,Aurora
23348,2023-12-23,Aron,Male,1052000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24200,99301-3882,Passenger,6927240,Pasco
23349,2023-12-23,Arthur,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,53546-9427,Hatchback,8868283,Janesville
23350,2023-12-23,Yitzchak,Male,1490000,Chrysler of Tri-Cities,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15000,99301-3882,Hardtop,6909688,Pasco
23351,2023-12-23,Asher,Male,13500,Race Car Help,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,78758-7841,Sedan,8753322,Austin
23352,2023-12-23,Ashton,Female,525000,Ryder Truck Rental and Leasing,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,SUV,7549158,Middletown
23353,2023-12-23,August,Male,555000,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,60504-7114,SUV,7171469,Aurora
23354,2023-12-23,Augustus,Male,13500,Scrivener Performance Engineering,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,38701-8047,Hatchback,6943782,Greenville
23355,2023-12-23,Austin,Female,3100000,Star Enterprises Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,99301-3882,SUV,7485572,Pasco
23356,2023-12-23,Avi,Male,13500,Suburban Ford,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,53546-9427,Sedan,6266893,Janesville
23357,2023-12-23,Avraham,Male,1381000,Tri-State Mack Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37100,85257-3102,Passenger,8118986,Scottsdale
23358,2023-12-23,Avrohom,Female,2260000,U-Haul CO,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,78758-7841,Passenger,6706877,Austin
23359,2023-12-23,Vicky,Female,727500,Clay Johnson Auto Sales,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26500,78758-7841,Hardtop,6761519,Austin
23360,2023-12-23,Ayden,Male,1000000,Rabun Used Car Sales,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49000,85257-3102,Hatchback,8449280,Scottsdale
23361,2023-12-23,Inaya,Male,425000,Race Car Help,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,78758-7841,Passenger,8433403,Austin
23362,2023-12-23,Irene,Male,13500,Ryder Truck Rental and Leasing,Acura,RL,Overhead Camshaft,Manual,Red,31000,06457-3834,SUV,7065037,Middletown
23363,2023-12-23,Iris,Male,1280000,Saab-Belle Dodge,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,60504-7114,Hatchback,6192674,Aurora
23364,2023-12-23,Isabel,Male,1000000,Scrivener Performance Engineering,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,38701-8047,Hatchback,7348013,Greenville
23365,2023-12-23,Isabella,Male,546000,Star Enterprises Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,99301-3882,Sedan,6197502,Pasco
23366,2023-12-23,Isabelle,Male,1475000,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69501,53546-9427,Passenger,7604764,Janesville
23367,2023-12-23,Ivy,Male,895000,Tri-State Mack Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14001,85257-3102,SUV,8912908,Scottsdale
23368,2023-12-23,Janice,Male,405000,U-Haul CO,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,Sedan,6786921,Austin
23369,2023-12-23,Jannat,Male,1015000,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19500,53546-9427,Sedan,6717929,Janesville
23370,2023-12-23,Jasmine,Male,930000,Rabun Used Car Sales,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,85257-3102,Hatchback,7143508,Scottsdale
23371,2023-12-23,Jennifer,Male,415000,Race Car Help,BMW,528i,Overhead Camshaft,Manual,Red,29000,78758-7841,SUV,7644974,Austin
23372,2023-12-23,Jenny,Female,13500,Ryder Truck Rental and Leasing,Honda,Accord,Overhead Camshaft,Manual,Black,43000,06457-3834,Sedan,8091738,Middletown
23373,2023-12-23,Jessica,Male,1900000,Saab-Belle Dodge,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,60504-7114,Passenger,7821494,Aurora
23374,2023-12-23,Jessie,Male,662500,Scrivener Performance Engineering,Ford,Taurus,Overhead Camshaft,Manual,Black,69501,38701-8047,SUV,8596219,Greenville
23375,2023-12-23,Joanna,Male,831000,Star Enterprises Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,99301-3882,Passenger,6235241,Pasco
23376,2023-12-23,Jocelyn,Male,1110000,Suburban Ford,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,53546-9427,Hatchback,7601395,Janesville
23377,2023-12-23,Harrison,Male,1665000,New Castle Ford Lincoln Mercury,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23500,60504-7114,Hardtop,7512043,Greenville
23378,2023-12-23,Joyce,Male,1010000,U-Haul CO,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,78758-7841,SUV,7869670,Austin
23379,2023-12-23,Julia,Male,13500,Buddy Storbeck's Diesel Service Inc,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,06457-3834,SUV,8393977,Middletown
23380,2023-12-23,Kaitlyn,Male,1300000,C & M Motors Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,60504-7114,SUV,7821503,Aurora
23381,2023-12-23,Antonin,Male,13500,Chrysler of Tri-Cities,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,31000,99301-3882,Sedan,7755923,Pasco
23382,2023-12-23,Timothee,Male,736000,Chrysler Plymouth,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,53546-9427,Sedan,6890550,Janesville
23383,2023-12-23,Loick,Male,895000,Classic Chevy,Volvo,S80,Overhead Camshaft,Manual,Red,25000,85257-3102,Sedan,7951241,Scottsdale
23384,2023-12-23,Youenn,Male,13500,Clay Johnson Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,78758-7841,Passenger,7924810,Austin
23385,2023-12-23,Eva,Male,13500,Diehl Motor CO Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,06457-3834,Passenger,7315101,Middletown
23386,2023-12-23,Lucas,Female,615000,Suburban Ford,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,53546-9427,Hardtop,6667065,Janesville
23387,2023-12-23,Clement,Male,555000,Gartner Buick Hyundai Saab,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,Passenger,7957020,Greenville
23388,2023-12-23,Luke,Male,700000,Tri-State Mack Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,25000,85257-3102,Hardtop,6991229,Austin
23389,2023-12-23,Louis,Male,1465000,Iceberg Rentals,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12500,53546-9427,Passenger,7449242,Janesville
23390,2023-12-23,Major,Female,1155000,U-Haul CO,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53500,78758-7841,Hardtop,7149574,Austin
23391,2023-12-23,Lara,Male,985000,Motor Vehicle Branch Office,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24000,78758-7841,Hatchback,7957396,Austin
23392,2023-12-23,Lea,Male,800000,Nebo Chevrolet,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Sedan,8148739,Middletown
23393,2023-12-23,Saiffedine,Male,2350000,New Castle Ford Lincoln Mercury,Ford,Taurus,Overhead Camshaft,Manual,Black,69000,60504-7114,SUV,7117009,Aurora
23394,2023-12-23,Clemence,Male,855000,Pars Auto Sales,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,38701-8047,SUV,7727317,Greenville
23395,2023-12-23,Lise,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,99301-3882,Passenger,6093673,Pasco
23396,2023-12-23,Sajid,Female,536250,Progressive Shippers Cooperative Association No,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32250,53546-9427,SUV,7733222,Janesville
23397,2023-12-23,Maelys,Male,13500,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,85257-3102,Sedan,6754543,Scottsdale
23398,2023-12-23,Chloe,Male,710000,Race Car Help,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Passenger,7536272,Austin
23399,2023-12-23,Remi,Male,746000,Ryder Truck Rental and Leasing,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,06457-3834,SUV,8396097,Middletown
23400,2023-12-23,Tom,Male,735000,Saab-Belle Dodge,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,SUV,6173961,Aurora
23401,2023-12-23,Ilona,Male,556000,Nebo Chevrolet,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Hardtop,7528950,Greenville
23402,2023-12-23,Lina,Female,414000,Nebo Chevrolet,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,06457-3834,SUV,8218687,Middletown
23403,2023-12-23,Lola,Male,1350000,New Castle Ford Lincoln Mercury,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,60504-7114,SUV,8604168,Aurora
23404,2023-12-23,London,Male,1852000,Pars Auto Sales,Volvo,S40,Overhead Camshaft,Manual,Red,17200,38701-8047,Sedan,8553158,Greenville
23405,2023-12-23,Lucia,Male,1100000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,99301-3882,Sedan,6255361,Pasco
23406,2023-12-23,Lucy,Male,13500,Progressive Shippers Cooperative Association No,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,53546-9427,Sedan,6877662,Janesville
23407,2023-12-23,Lyla,Female,815000,Rabun Used Car Sales,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15000,85257-3102,Sedan,8900778,Scottsdale
23408,2023-12-23,Mackenzie,Male,170000,Race Car Help,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,78758-7841,Passenger,7403118,Austin
23409,2023-12-23,Madeleine,Male,1372000,Ryder Truck Rental and Leasing,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51200,06457-3834,Sedan,7938728,Middletown
23410,2023-12-23,Madeline,Male,850500,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Black,18500,60504-7114,SUV,8504283,Aurora
23411,2023-12-23,Thibault,Male,515000,Pars Auto Sales,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,38701-8047,Hardtop,6413046,Janesville
23412,2023-12-23,Madison,Male,640000,Star Enterprises Inc,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,99301-3882,SUV,7479809,Pasco
23413,2023-12-23,Juline,Female,530000,Rabun Used Car Sales,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,85257-3102,Hardtop,7831676,Middletown
23414,2023-12-23,Makayla,Male,611000,Tri-State Mack Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Passenger,6411721,Scottsdale
23415,2023-12-23,Malak,Male,13500,U-Haul CO,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39000,78758-7841,Passenger,6136272,Austin
23416,2023-12-23,Malka,Male,755000,Progressive Shippers Cooperative Association No,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,53546-9427,Passenger,8316187,Middletown
23417,2023-12-23,Malky,Male,521000,Rabun Used Car Sales,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,7221594,Aurora
23418,2023-12-23,Margaret,Male,625000,Race Car Help,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,78758-7841,Hatchback,7032010,Greenville
23419,2023-12-23,Maria,Female,650000,Ryder Truck Rental and Leasing,Volvo,C70,Overhead Camshaft,Manual,Black,17000,06457-3834,Hatchback,7048918,Pasco
23420,2023-12-23,Mariam,Male,1910000,Saab-Belle Dodge,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,60504-7114,Hatchback,8489167,Janesville
23421,2023-12-23,Sarah,Male,767500,Suburban Ford,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,53546-9427,Sedan,6745583,Pasco
23422,2023-12-23,Romane,Male,1230000,Tri-State Mack Inc,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,SUV,6242320,Janesville
23423,2023-12-23,Timothee,Male,622000,McKinney Dodge Chrysler Jeep,Saturn,SC,Overhead Camshaft,Manual,Red,61001,85257-3102,Hardtop,7396102,Austin
23424,2023-12-23,Victoire,Male,13500,Progressive Shippers Cooperative Association No,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,53546-9427,SUV,8089393,Austin
23425,2023-12-23,Auxence,Male,1675000,Rabun Used Car Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27500,85257-3102,Passenger,7010861,Middletown
23426,2023-12-23,Evan,Male,861000,Race Car Help,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,SUV,7262319,Aurora
23427,2023-12-23,Corentin,Male,840000,Ryder Truck Rental and Leasing,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,SUV,8829489,Greenville
23428,2023-12-23,Ouheil,Male,875000,Saab-Belle Dodge,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,60504-7114,Passenger,7407282,Pasco
23429,2023-12-23,Katia,Male,1006000,Scrivener Performance Engineering,Ford,Expedition,Overhead Camshaft,Manual,Black,10600,38701-8047,SUV,7986247,Janesville
23430,2023-12-23,Lou-Ann,Male,870000,Star Enterprises Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Hatchback,8576927,Scottsdale
23431,2023-12-23,Leila,Male,1080000,Suburban Ford,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Passenger,7413271,Austin
23432,2023-12-23,Marjan,Female,650000,Tri-State Mack Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,85257-3102,Passenger,6281846,Middletown
23433,2023-12-23,Guillaume,Female,13500,U-Haul CO,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,78758-7841,Sedan,7724151,Aurora
23434,2023-12-23,Hugo,Male,13500,Motor Vehicle Branch Office,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,78758-7841,Hardtop,6111453,Austin
23435,2023-12-23,Lorazine,Male,575000,C & M Motors Inc,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,60504-7114,Hatchback,6848308,Pasco
23436,2023-12-23,Axel,Male,1800000,Capitol KIA,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Passenger,7075904,Janesville
23437,2023-12-23,Armano,Male,1761000,Chrysler of Tri-Cities,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20100,99301-3882,Hatchback,8306382,Scottsdale
23438,2023-12-23,Lindsay,Male,840000,New Castle Ford Lincoln Mercury,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16001,60504-7114,Hardtop,6659053,Aurora
23439,2023-12-23,Corentin,Male,2200000,Classic Chevy,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,85257-3102,SUV,8990988,Janesville
23440,2023-12-23,Zoe,Male,13500,Clay Johnson Auto Sales,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Sedan,6379042,Scottsdale
23441,2023-12-24,Baruch,Male,720000,Race Car Help,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,78758-7841,Sedan,6767343,Austin
23442,2023-12-24,Beckett,Male,13500,Ryder Truck Rental and Leasing,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,8698064,Middletown
23443,2023-12-24,Ben,Male,1717500,Saab-Belle Dodge,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26750,60504-7114,SUV,8109205,Aurora
23444,2023-12-24,Benjamin,Male,2400000,Scrivener Performance Engineering,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,38701-8047,Hatchback,8635079,Greenville
23445,2023-12-24,Bennett,Male,13500,Star Enterprises Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,99301-3882,Passenger,6567136,Pasco
23446,2023-12-24,Winnie,Male,2875000,Hatfield Volkswagen,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16500,99301-3882,Hardtop,7268167,Pasco
23447,2023-12-24,Berish,Male,817500,Tri-State Mack Inc,Volvo,C70,Overhead Camshaft,Manual,Black,17500,85257-3102,Hatchback,7932416,Scottsdale
23448,2023-12-24,Naomi,Male,520000,Rabun Used Car Sales,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23001,85257-3102,Hardtop,8522135,Scottsdale
23449,2023-12-24,Florence,Male,801000,Enterprise Rent A Car,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43001,60504-7114,Hardtop,8831899,Aurora
23450,2023-12-24,Julie,Male,757000,Iceberg Rentals,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16001,53546-9427,Hardtop,7696745,Janesville
23451,2023-12-24,Katelyn,Male,1300000,Chrysler Plymouth,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17000,53546-9427,Hatchback,8693935,Janesville
23452,2023-12-24,Andy,Male,10080,Pitre Buick-Pontiac-Gmc of Scottsdale,Infiniti,I30,Overhead Camshaft,Manual,Red,22801,99301-3882,Hardtop,8231348,Pasco
23453,2023-12-24,Katie,Female,1220000,Clay Johnson Auto Sales,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Hatchback,7050384,Austin
23454,2023-12-24,Kayla,Female,13500,Diehl Motor CO Inc,BMW,323i,Overhead Camshaft,Manual,Red,21001,06457-3834,Hatchback,7404093,Middletown
23455,2023-12-24,Kaylee,Male,360000,Enterprise Rent A Car,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,60504-7114,Hatchback,8942595,Aurora
23456,2023-12-24,Kelly,Female,13500,Gartner Buick Hyundai Saab,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19001,38701-8047,Passenger,8449428,Greenville
23457,2023-12-24,Anri,Male,751000,Scrivener Performance Engineering,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,28000,38701-8047,SUV,7186631,Greenville
23458,2023-12-24,Thomas,Male,600000,Star Enterprises Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,99301-3882,Passenger,6811983,Pasco
23459,2023-12-24,Benjamin,Male,1385000,Suburban Ford,Saturn,LS,Overhead Camshaft,Manual,Pale White,14500,53546-9427,Sedan,7239669,Janesville
23460,2023-12-24,Malachi,Male,565000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23000,06457-3834,Hardtop,7527037,Middletown
23461,2023-12-24,Marie,Male,910000,U-Haul CO,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,78758-7841,Hatchback,7494977,Austin
